,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand
13217,13218,2012-07-09,Fall,2012,July,22.00,0,Monday,Weekday,"Mist, Cloudy",29.52,33.335,57.99999999999999,7.0015,35,189,224,Medium
13218,13219,2012-07-09,Fall,2012,July,23.00,0,Monday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,65.0,7.0015,22,109,131,Medium
13219,13220,2012-07-10,Fall,2012,July,00.00,0,Tuesday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,6.0032,16,53,69,Low
13220,13221,2012-07-10,Fall,2012,July,01.00,0,Tuesday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,8.9981,0,15,15,Low
13221,13222,2012-07-10,Fall,2012,July,02.00,0,Tuesday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,8.9981,1,15,16,Low
13222,13223,2012-07-10,Fall,2012,July,03.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,0.0,0,3,3,Low
13223,13224,2012-07-10,Fall,2012,July,04.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,8.9981,0,4,4,Low
13224,13225,2012-07-10,Fall,2012,July,05.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,83.0,8.9981,3,39,42,Low
13225,13226,2012-07-10,Fall,2012,July,06.00,0,Tuesday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,79.0,7.0015,4,183,187,Medium
13226,13227,2012-07-10,Fall,2012,July,07.00,0,Tuesday,Weekday,"Mist, Cloudy",28.7,33.335,74.0,7.0015,31,489,520,High
13227,13228,2012-07-10,Fall,2012,July,08.00,0,Tuesday,Weekday,"Clear, Partly cloudy",29.52,34.849999999999994,74.0,8.9981,34,615,649,High
13228,13229,2012-07-10,Fall,2012,July,09.00,0,Tuesday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,8.9981,47,284,331,High
13229,13230,2012-07-10,Fall,2012,July,10.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.16,35.605,62.0,12.998000000000001,56,134,190,Medium
13230,13231,2012-07-10,Fall,2012,July,11.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,46.0,12.998000000000001,92,157,249,High
13231,13232,2012-07-10,Fall,2012,July,12.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,41.0,8.9981,69,203,272,High
13232,13233,2012-07-10,Fall,2012,July,13.00,0,Tuesday,Weekday,"Clear, Partly cloudy",33.62,36.364999999999995,38.0,12.998000000000001,77,203,280,High
13233,13234,2012-07-10,Fall,2012,July,14.00,0,Tuesday,Weekday,"Clear, Partly cloudy",33.62,36.364999999999995,38.0,11.0014,71,171,242,High
13234,13235,2012-07-10,Fall,2012,July,15.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,41.0,15.001299999999999,77,188,265,High
13235,13236,2012-07-10,Fall,2012,July,16.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,43.0,15.001299999999999,89,346,435,High
13236,13237,2012-07-10,Fall,2012,July,17.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.98,35.605,49.0,12.998000000000001,103,769,872,High
13237,13238,2012-07-10,Fall,2012,July,18.00,0,Tuesday,Weekday,"Light Snow, Light Rain",28.7,33.335,74.0,15.001299999999999,70,749,819,High
13238,13239,2012-07-10,Fall,2012,July,19.00,0,Tuesday,Weekday,"Light Snow, Light Rain",28.7,33.335,74.0,15.001299999999999,55,359,414,High
13239,13240,2012-07-10,Fall,2012,July,20.00,0,Tuesday,Weekday,"Light Snow, Light Rain",26.240000000000002,28.79,83.0,15.001299999999999,9,75,84,Medium
13240,13241,2012-07-10,Fall,2012,July,21.00,0,Tuesday,Weekday,"Light Snow, Light Rain",26.240000000000002,28.79,89.0,7.0015,7,83,90,Medium
13241,13242,2012-07-10,Fall,2012,July,22.00,0,Tuesday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,83.0,8.9981,14,125,139,Medium
13242,13243,2012-07-10,Fall,2012,July,23.00,0,Tuesday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,7.0015,29,74,103,Medium
13243,13244,2012-07-11,Fall,2012,July,00.00,0,Wednesday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,83.0,8.9981,6,38,44,Low
13244,13245,2012-07-11,Fall,2012,July,01.00,0,Wednesday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,0.0,3,11,14,Low
13245,13246,2012-07-11,Fall,2012,July,02.00,0,Wednesday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,0.0,0,5,5,Low
13246,13247,2012-07-11,Fall,2012,July,03.00,0,Wednesday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,8.9981,0,5,5,Low
13247,13248,2012-07-11,Fall,2012,July,04.00,0,Wednesday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,8.9981,1,6,7,Low
13248,13249,2012-07-11,Fall,2012,July,05.00,0,Wednesday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,0.0,5,36,41,Low
13249,13250,2012-07-11,Fall,2012,July,06.00,0,Wednesday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,8.9981,17,168,185,Medium
13250,13251,2012-07-11,Fall,2012,July,07.00,0,Wednesday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,83.0,7.0015,26,471,497,High
13251,13252,2012-07-11,Fall,2012,July,08.00,0,Wednesday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,79.0,11.0014,30,644,674,High
13252,13253,2012-07-11,Fall,2012,July,09.00,0,Wednesday,Weekday,"Mist, Cloudy",28.7,33.335,74.0,8.9981,30,298,328,High
13253,13254,2012-07-11,Fall,2012,July,10.00,0,Wednesday,Weekday,"Mist, Cloudy",29.52,34.089999999999996,62.0,8.9981,47,148,195,Medium
13254,13255,2012-07-11,Fall,2012,July,11.00,0,Wednesday,Weekday,"Mist, Cloudy",31.16,35.605,57.99999999999999,8.9981,56,173,229,High
13255,13256,2012-07-11,Fall,2012,July,12.00,0,Wednesday,Weekday,"Mist, Cloudy",31.98,34.849999999999994,43.0,0.0,69,223,292,High
13256,13257,2012-07-11,Fall,2012,July,13.00,0,Wednesday,Weekday,"Mist, Cloudy",32.800000000000004,35.605,42.0,11.0014,65,208,273,High
13257,13258,2012-07-11,Fall,2012,July,14.00,0,Wednesday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,41.0,15.001299999999999,66,175,241,High
13258,13259,2012-07-11,Fall,2012,July,15.00,0,Wednesday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,41.0,16.997899999999998,56,220,276,High
13259,13260,2012-07-11,Fall,2012,July,16.00,0,Wednesday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,38.0,12.998000000000001,53,358,411,High
13260,13261,2012-07-11,Fall,2012,July,17.00,0,Wednesday,Weekday,"Clear, Partly cloudy",32.800000000000004,34.849999999999994,31.0,15.001299999999999,90,740,830,High
13261,13262,2012-07-11,Fall,2012,July,18.00,0,Wednesday,Weekday,"Clear, Partly cloudy",31.98,34.089999999999996,38.0,16.997899999999998,79,735,814,High
13262,13263,2012-07-11,Fall,2012,July,19.00,0,Wednesday,Weekday,"Clear, Partly cloudy",30.34,33.335,48.0,15.001299999999999,73,560,633,High
13263,13264,2012-07-11,Fall,2012,July,20.00,0,Wednesday,Weekday,"Clear, Partly cloudy",30.34,33.335,51.0,11.0014,73,410,483,High
13264,13265,2012-07-11,Fall,2012,July,21.00,0,Wednesday,Weekday,"Clear, Partly cloudy",29.52,33.335,57.99999999999999,15.001299999999999,69,322,391,High
13265,13266,2012-07-11,Fall,2012,July,22.00,0,Wednesday,Weekday,"Clear, Partly cloudy",29.52,33.335,57.99999999999999,16.997899999999998,41,203,244,High
13266,13267,2012-07-11,Fall,2012,July,23.00,0,Wednesday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,57.99999999999999,16.997899999999998,20,132,152,Medium
13267,13268,2012-07-12,Fall,2012,July,00.00,0,Thursday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,61.0,0.0,1,55,56,Low
13268,13269,2012-07-12,Fall,2012,July,01.00,0,Thursday,Weekday,"Mist, Cloudy",27.060000000000002,31.06,61.0,0.0,0,21,21,Low
13269,13270,2012-07-12,Fall,2012,July,02.00,0,Thursday,Weekday,"Mist, Cloudy",27.060000000000002,31.06,65.0,6.0032,0,9,9,Low
13270,13271,2012-07-12,Fall,2012,July,03.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,30.305,69.0,7.0015,0,10,10,Low
13271,13272,2012-07-12,Fall,2012,July,04.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,30.305,73.0,7.0015,0,5,5,Low
13272,13273,2012-07-12,Fall,2012,July,05.00,0,Thursday,Weekday,"Clear, Partly cloudy",25.419999999999998,29.544999999999998,73.0,7.0015,4,40,44,Low
13273,13274,2012-07-12,Fall,2012,July,06.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,30.305,73.0,6.0032,7,171,178,Medium
13274,13275,2012-07-12,Fall,2012,July,07.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,30.305,73.0,8.9981,32,480,512,High
13275,13276,2012-07-12,Fall,2012,July,08.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,65.0,8.9981,49,653,702,High
13276,13277,2012-07-12,Fall,2012,July,09.00,0,Thursday,Weekday,"Clear, Partly cloudy",29.52,33.335,57.99999999999999,7.0015,42,285,327,High
13277,13278,2012-07-12,Fall,2012,July,10.00,0,Thursday,Weekday,"Clear, Partly cloudy",30.34,33.335,48.0,11.0014,69,145,214,Medium
13278,13279,2012-07-12,Fall,2012,July,11.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.16,34.089999999999996,45.0,7.0015,49,166,215,Medium
13279,13280,2012-07-12,Fall,2012,July,12.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.98,34.089999999999996,35.0,8.9981,71,221,292,High
13280,13281,2012-07-12,Fall,2012,July,13.00,0,Thursday,Weekday,"Clear, Partly cloudy",32.800000000000004,34.849999999999994,33.0,15.001299999999999,52,225,277,High
13281,13282,2012-07-12,Fall,2012,July,14.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.98,34.089999999999996,33.0,15.001299999999999,42,167,209,Medium
13282,13283,2012-07-12,Fall,2012,July,15.00,0,Thursday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,36.0,12.998000000000001,63,208,271,High
13283,13284,2012-07-12,Fall,2012,July,16.00,0,Thursday,Weekday,"Clear, Partly cloudy",32.800000000000004,35.605,36.0,12.998000000000001,69,370,439,High
13284,13285,2012-07-12,Fall,2012,July,17.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.16,34.089999999999996,43.0,15.001299999999999,91,704,795,High
13285,13286,2012-07-12,Fall,2012,July,18.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.16,34.089999999999996,45.0,8.9981,86,739,825,High
13286,13287,2012-07-12,Fall,2012,July,19.00,0,Thursday,Weekday,"Clear, Partly cloudy",30.34,33.335,48.0,15.001299999999999,97,532,629,High
13287,13288,2012-07-12,Fall,2012,July,20.00,0,Thursday,Weekday,"Clear, Partly cloudy",30.34,33.335,48.0,15.001299999999999,75,439,514,High
13288,13289,2012-07-12,Fall,2012,July,21.00,0,Thursday,Weekday,"Clear, Partly cloudy",29.52,33.335,48.0,15.001299999999999,44,329,373,High
13289,13290,2012-07-12,Fall,2012,July,22.00,0,Thursday,Weekday,"Clear, Partly cloudy",29.52,33.335,51.0,11.0014,56,262,318,High
13290,13291,2012-07-12,Fall,2012,July,23.00,0,Thursday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,51.0,15.001299999999999,33,178,211,Medium
13291,13292,2012-07-13,Fall,2012,July,00.00,0,Friday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,54.0,11.0014,19,76,95,Medium
13292,13293,2012-07-13,Fall,2012,July,01.00,0,Friday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,54.0,7.0015,17,42,59,Low
13293,13294,2012-07-13,Fall,2012,July,02.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,31.06,61.0,6.0032,2,15,17,Low
13294,13295,2012-07-13,Fall,2012,July,03.00,0,Friday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,61.0,0.0,2,7,9,Low
13295,13296,2012-07-13,Fall,2012,July,04.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,31.06,61.0,0.0,0,11,11,Low
13296,13297,2012-07-13,Fall,2012,July,05.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,31.819999999999997,56.00000000000001,6.0032,4,30,34,Low
13297,13298,2012-07-13,Fall,2012,July,06.00,0,Friday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,54.0,0.0,7,120,127,Medium
13298,13299,2012-07-13,Fall,2012,July,07.00,0,Friday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,54.0,0.0,27,353,380,High
13299,13300,2012-07-13,Fall,2012,July,08.00,0,Friday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,54.0,0.0,53,660,713,High
13300,13301,2012-07-13,Fall,2012,July,09.00,0,Friday,Weekday,"Mist, Cloudy",29.52,33.335,51.0,0.0,70,344,414,High
13301,13302,2012-07-13,Fall,2012,July,10.00,0,Friday,Weekday,"Mist, Cloudy",30.34,33.335,48.0,0.0,78,190,268,High
13302,13303,2012-07-13,Fall,2012,July,11.00,0,Friday,Weekday,"Mist, Cloudy",31.16,34.089999999999996,45.0,8.9981,68,220,288,High
13303,13304,2012-07-13,Fall,2012,July,12.00,0,Friday,Weekday,"Mist, Cloudy",31.16,34.089999999999996,40.0,7.0015,125,254,379,High
13304,13305,2012-07-13,Fall,2012,July,13.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,35.605,38.0,8.9981,100,274,374,High
13305,13306,2012-07-13,Fall,2012,July,14.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,35.605,38.0,0.0,120,249,369,High
13306,13307,2012-07-13,Fall,2012,July,15.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,35.605,36.0,7.0015,92,261,353,High
13307,13308,2012-07-13,Fall,2012,July,16.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,35.605,36.0,15.001299999999999,111,381,492,High
13308,13309,2012-07-13,Fall,2012,July,17.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,35.605,36.0,11.0014,138,697,835,High
13309,13310,2012-07-13,Fall,2012,July,18.00,0,Friday,Weekday,"Clear, Partly cloudy",31.98,34.849999999999994,46.0,12.998000000000001,108,523,631,High
13310,13311,2012-07-13,Fall,2012,July,19.00,0,Friday,Weekday,"Clear, Partly cloudy",30.34,33.335,51.0,11.0014,103,385,488,High
13311,13312,2012-07-13,Fall,2012,July,20.00,0,Friday,Weekday,"Clear, Partly cloudy",30.34,33.335,48.0,8.9981,95,294,389,High
13312,13313,2012-07-13,Fall,2012,July,21.00,0,Friday,Weekday,"Clear, Partly cloudy",29.52,33.335,54.0,0.0,76,223,299,High
13313,13314,2012-07-13,Fall,2012,July,22.00,0,Friday,Weekday,"Clear, Partly cloudy",30.34,33.335,45.0,0.0,59,204,263,High
13314,13315,2012-07-13,Fall,2012,July,23.00,0,Friday,Weekday,"Mist, Cloudy",29.52,32.574999999999996,45.0,8.9981,37,175,212,Medium
13315,13316,2012-07-14,Fall,2012,July,00.00,0,Saturday,Weekend,"Mist, Cloudy",29.52,33.335,48.0,6.0032,35,156,191,Medium
13316,13317,2012-07-14,Fall,2012,July,01.00,0,Saturday,Weekend,"Mist, Cloudy",28.7,32.574999999999996,51.0,7.0015,13,105,118,Medium
13317,13318,2012-07-14,Fall,2012,July,02.00,0,Saturday,Weekend,"Mist, Cloudy",28.7,32.574999999999996,54.0,7.0015,10,91,101,Medium
13318,13319,2012-07-14,Fall,2012,July,03.00,0,Saturday,Weekend,"Mist, Cloudy",28.7,32.574999999999996,54.0,7.0015,9,31,40,Low
13319,13320,2012-07-14,Fall,2012,July,04.00,0,Saturday,Weekend,"Light Snow, Light Rain",27.060000000000002,31.06,61.0,7.0015,3,6,9,Low
13320,13321,2012-07-14,Fall,2012,July,05.00,0,Saturday,Weekend,"Mist, Cloudy",26.240000000000002,30.305,73.0,7.0015,0,5,5,Low
13321,13322,2012-07-14,Fall,2012,July,06.00,0,Saturday,Weekend,"Mist, Cloudy",26.240000000000002,29.544999999999998,78.0,6.0032,6,29,35,Low
13322,13323,2012-07-14,Fall,2012,July,07.00,0,Saturday,Weekend,"Clear, Partly cloudy",26.240000000000002,29.544999999999998,78.0,19.0012,7,41,48,Low
13323,13324,2012-07-14,Fall,2012,July,08.00,0,Saturday,Weekend,"Clear, Partly cloudy",25.419999999999998,29.544999999999998,78.0,19.0012,33,118,151,Medium
13324,13325,2012-07-14,Fall,2012,July,09.00,0,Saturday,Weekend,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,12.998000000000001,82,200,282,High
13325,13326,2012-07-14,Fall,2012,July,10.00,0,Saturday,Weekend,"Mist, Cloudy",29.52,34.089999999999996,70.0,6.0032,123,278,401,High
13326,13327,2012-07-14,Fall,2012,July,11.00,0,Saturday,Weekend,"Mist, Cloudy",29.52,34.089999999999996,70.0,7.0015,143,296,439,High
13327,13328,2012-07-14,Fall,2012,July,12.00,0,Saturday,Weekend,"Mist, Cloudy",30.34,34.849999999999994,66.0,6.0032,181,318,499,High
13328,13329,2012-07-14,Fall,2012,July,13.00,0,Saturday,Weekend,"Mist, Cloudy",31.16,35.605,62.0,6.0032,219,372,591,High
13329,13330,2012-07-14,Fall,2012,July,14.00,0,Saturday,Weekend,"Clear, Partly cloudy",32.800000000000004,37.88,55.00000000000001,7.0015,269,363,632,High
13330,13331,2012-07-14,Fall,2012,July,15.00,0,Saturday,Weekend,"Clear, Partly cloudy",32.800000000000004,37.88,55.00000000000001,11.0014,243,317,560,High
13331,13332,2012-07-14,Fall,2012,July,16.00,0,Saturday,Weekend,"Mist, Cloudy",29.52,34.849999999999994,79.0,23.9994,226,340,566,High
13332,13333,2012-07-14,Fall,2012,July,17.00,0,Saturday,Weekend,"Light Snow, Light Rain",28.7,33.335,79.0,11.0014,199,259,458,High
13333,13334,2012-07-14,Fall,2012,July,18.00,0,Saturday,Weekend,"Clear, Partly cloudy",29.52,34.849999999999994,79.0,8.9981,108,243,351,High
13334,13335,2012-07-14,Fall,2012,July,19.00,0,Saturday,Weekend,"Clear, Partly cloudy",29.52,35.605,84.0,6.0032,156,275,431,High
13335,13336,2012-07-14,Fall,2012,July,20.00,0,Saturday,Weekend,"Clear, Partly cloudy",29.52,35.605,84.0,6.0032,101,255,356,High
13336,13337,2012-07-14,Fall,2012,July,21.00,0,Saturday,Weekend,"Clear, Partly cloudy",28.7,33.335,84.0,15.001299999999999,69,200,269,High
13337,13338,2012-07-14,Fall,2012,July,22.00,0,Saturday,Weekend,"Clear, Partly cloudy",28.7,33.335,79.0,12.998000000000001,65,160,225,Medium
13338,13339,2012-07-14,Fall,2012,July,23.00,0,Saturday,Weekend,"Mist, Cloudy",27.880000000000003,31.819999999999997,83.0,6.0032,55,156,211,Medium
13339,13340,2012-07-15,Fall,2012,July,00.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,89.0,11.0014,40,147,187,Medium
13340,13341,2012-07-15,Fall,2012,July,01.00,0,Sunday,Weekend,"Mist, Cloudy",27.880000000000003,31.819999999999997,89.0,8.9981,49,119,168,Medium
13341,13342,2012-07-15,Fall,2012,July,02.00,0,Sunday,Weekend,"Mist, Cloudy",27.880000000000003,31.819999999999997,89.0,11.0014,29,86,115,Medium
13342,13343,2012-07-15,Fall,2012,July,03.00,0,Sunday,Weekend,"Mist, Cloudy",27.880000000000003,31.819999999999997,89.0,11.0014,15,42,57,Low
13343,13344,2012-07-15,Fall,2012,July,04.00,0,Sunday,Weekend,"Mist, Cloudy",27.880000000000003,31.819999999999997,89.0,7.0015,8,11,19,Low
13344,13345,2012-07-15,Fall,2012,July,05.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,89.0,8.9981,2,7,9,Low
13345,13346,2012-07-15,Fall,2012,July,06.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,83.0,8.9981,6,9,15,Low
13346,13347,2012-07-15,Fall,2012,July,07.00,0,Sunday,Weekend,"Clear, Partly cloudy",28.7,33.335,79.0,6.0032,17,30,47,Low
13347,13348,2012-07-15,Fall,2012,July,08.00,0,Sunday,Weekend,"Mist, Cloudy",28.7,33.335,84.0,8.9981,37,96,133,Medium
13348,13349,2012-07-15,Fall,2012,July,09.00,0,Sunday,Weekend,"Mist, Cloudy",29.52,34.849999999999994,79.0,0.0,58,163,221,Medium
13349,13350,2012-07-15,Fall,2012,July,10.00,0,Sunday,Weekend,"Clear, Partly cloudy",31.16,36.364999999999995,66.0,8.9981,141,241,382,High
13350,13351,2012-07-15,Fall,2012,July,11.00,0,Sunday,Weekend,"Clear, Partly cloudy",33.62,38.635000000000005,52.0,11.0014,170,281,451,High
13351,13352,2012-07-15,Fall,2012,July,12.00,0,Sunday,Weekend,"Clear, Partly cloudy",34.44,38.635000000000005,47.0,7.0015,153,336,489,High
13352,13353,2012-07-15,Fall,2012,July,13.00,0,Sunday,Weekend,"Clear, Partly cloudy",35.26,39.395,41.0,7.0015,171,309,480,High
13353,13354,2012-07-15,Fall,2012,July,14.00,0,Sunday,Weekend,"Clear, Partly cloudy",36.9,40.910000000000004,37.0,16.997899999999998,162,314,476,High
13354,13355,2012-07-15,Fall,2012,July,15.00,0,Sunday,Weekend,"Clear, Partly cloudy",35.26,40.150000000000006,47.0,8.9981,182,307,489,High
13355,13356,2012-07-15,Fall,2012,July,16.00,0,Sunday,Weekend,"Clear, Partly cloudy",35.26,39.395,41.0,15.001299999999999,152,343,495,High
13356,13357,2012-07-15,Fall,2012,July,17.00,0,Sunday,Weekend,"Clear, Partly cloudy",32.800000000000004,38.635000000000005,59.0,32.9975,122,314,436,High
13357,13358,2012-07-15,Fall,2012,July,18.00,0,Sunday,Weekend,"Light Snow, Light Rain",29.52,34.849999999999994,79.0,23.9994,84,228,312,High
13358,13359,2012-07-15,Fall,2012,July,19.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,35.605,84.0,15.001299999999999,109,203,312,High
13359,13360,2012-07-15,Fall,2012,July,20.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,34.849999999999994,79.0,16.997899999999998,95,199,294,High
13360,13361,2012-07-15,Fall,2012,July,21.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,34.849999999999994,79.0,6.0032,59,164,223,Medium
13361,13362,2012-07-15,Fall,2012,July,22.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,34.849999999999994,74.0,7.0015,34,96,130,Medium
13362,13363,2012-07-15,Fall,2012,July,23.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,34.849999999999994,79.0,8.9981,25,66,91,Medium
13363,13364,2012-07-16,Fall,2012,July,00.00,0,Monday,Weekday,"Light Snow, Light Rain",29.52,34.849999999999994,79.0,7.0015,11,32,43,Low
13364,13365,2012-07-16,Fall,2012,July,01.00,0,Monday,Weekday,"Mist, Cloudy",28.7,33.335,74.0,12.998000000000001,1,10,11,Low
13365,13366,2012-07-16,Fall,2012,July,02.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,7.0015,4,11,15,Low
13366,13367,2012-07-16,Fall,2012,July,03.00,0,Monday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,6.0032,2,4,6,Low
13367,13368,2012-07-16,Fall,2012,July,04.00,0,Monday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,7.0015,1,11,12,Low
13368,13369,2012-07-16,Fall,2012,July,05.00,0,Monday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,78.0,7.0015,10,40,50,Low
13369,13370,2012-07-16,Fall,2012,July,06.00,0,Monday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,8.9981,8,132,140,Medium
13370,13371,2012-07-16,Fall,2012,July,07.00,0,Monday,Weekday,"Clear, Partly cloudy",29.52,34.089999999999996,70.0,6.0032,24,459,483,High
13371,13372,2012-07-16,Fall,2012,July,08.00,0,Monday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,7.0015,48,619,667,High
13372,13373,2012-07-16,Fall,2012,July,09.00,0,Monday,Weekday,"Clear, Partly cloudy",31.16,35.605,62.0,11.0014,51,297,348,High
13373,13374,2012-07-16,Fall,2012,July,10.00,0,Monday,Weekday,"Clear, Partly cloudy",32.800000000000004,38.635000000000005,59.0,0.0,69,117,186,Medium
13374,13375,2012-07-16,Fall,2012,July,11.00,0,Monday,Weekday,"Clear, Partly cloudy",34.44,40.150000000000006,53.0,15.001299999999999,57,125,182,Medium
13375,13376,2012-07-16,Fall,2012,July,12.00,0,Monday,Weekday,"Clear, Partly cloudy",34.44,39.395,49.0,8.9981,79,158,237,High
13376,13377,2012-07-16,Fall,2012,July,13.00,0,Monday,Weekday,"Clear, Partly cloudy",34.44,39.395,49.0,19.0012,63,176,239,High
13377,13378,2012-07-16,Fall,2012,July,14.00,0,Monday,Weekday,"Clear, Partly cloudy",36.08,40.910000000000004,42.0,7.0015,53,159,212,Medium
13378,13379,2012-07-16,Fall,2012,July,15.00,0,Monday,Weekday,"Clear, Partly cloudy",35.26,40.150000000000006,47.0,16.997899999999998,61,176,237,High
13379,13380,2012-07-16,Fall,2012,July,16.00,0,Monday,Weekday,"Light Snow, Light Rain",31.16,36.364999999999995,66.0,39.000699999999995,77,309,386,High
13380,13381,2012-07-16,Fall,2012,July,17.00,0,Monday,Weekday,"Light Snow, Light Rain",31.16,36.364999999999995,66.0,39.000699999999995,86,669,755,High
13381,13382,2012-07-16,Fall,2012,July,18.00,0,Monday,Weekday,"Clear, Partly cloudy",34.44,40.150000000000006,53.0,0.0,97,697,794,High
13382,13383,2012-07-16,Fall,2012,July,19.00,0,Monday,Weekday,"Clear, Partly cloudy",32.800000000000004,39.395,63.0,8.9981,92,503,595,High
13383,13384,2012-07-16,Fall,2012,July,20.00,0,Monday,Weekday,"Clear, Partly cloudy",32.800000000000004,38.635000000000005,59.0,8.9981,66,388,454,High
13384,13385,2012-07-16,Fall,2012,July,21.00,0,Monday,Weekday,"Clear, Partly cloudy",31.16,36.364999999999995,66.0,8.9981,45,283,328,High
13385,13386,2012-07-16,Fall,2012,July,22.00,0,Monday,Weekday,"Clear, Partly cloudy",31.16,35.605,62.0,6.0032,56,228,284,High
13386,13387,2012-07-16,Fall,2012,July,23.00,0,Monday,Weekday,"Clear, Partly cloudy",30.34,35.605,74.0,6.0032,27,139,166,Medium
13387,13388,2012-07-17,Fall,2012,July,00.00,0,Tuesday,Weekday,"Clear, Partly cloudy",29.52,35.605,84.0,7.0015,10,43,53,Low
13388,13389,2012-07-17,Fall,2012,July,01.00,0,Tuesday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,70.0,0.0,4,21,25,Low
13389,13390,2012-07-17,Fall,2012,July,02.00,0,Tuesday,Weekday,"Clear, Partly cloudy",29.52,34.089999999999996,70.0,6.0032,1,6,7,Low
